district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_total,pop_white,pop_hispanic,pop_black,pop_asian,pop_native,pop_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
AK-01,AK,1,318608,116454,163387,324817,135645,171369,357569,153778,189951,337780,139695,184410,733391,421758,49824,35454,61460,160287,18668,554003,340580,33441,23665,43407,105737,11184,101021,96682,108834,110529,88341,89719,84044,39766,15885,43357,93744,6419,140126,39645,31689,9589,121302,30275,6532,21713,29177,8396,6849,7122,7516,7812,9122,7900,16194,25350,37590,32596,10232
AL-01,AL,1,299425,99051,190486,268234,101796,163862,326408,112801,209353,329353,104163,221108,718133,460698,27385,191612,14630,23200,1029,557780,372120,18157,138741,10365,17219,668,84703,94443,88843,88739,86745,92606,92699,62080,27952,45090,81590,4878,162584,34973,55018,7782,104648,24126,15518,16432,17742,13141,12622,12879,12022,11937,12534,11977,21567,24763,34228,17268,17318
AL-02,AL,2,317002,172575,136454,281742,164935,114906,325681,183164,139011,297989,159574,134942,717632,302445,26689,365144,15711,10645,941,564287,252526,18108,275449,11878,7974,648,85902,104035,108657,89759,83747,87452,85911,51980,26623,38165,73651,6690,151475,37152,61028,7038,98720,21647,18205,14831,14322,16341,14952,13473,13655,11634,12112,11318,19555,25247,31209,12321,22951
AL-03,AL,3,281597,85862,186880,251578,87014,162476,311243,101098,206146,305943,90298,212148,717714,451499,33336,200253,18372,16320,1405,560275,365907,21367,147644,13757,12214,913,82878,96810,103986,88456,85318,90687,84736,57566,26316,48298,69121,6022,149641,33264,63359,6182,104802,22853,16057,15231,15832,15480,14358,12939,12160,11830,12273,10741,19710,25626,32852,13585,22025
AL-04,AL,4,297876,40219,249116,261546,44738,214783,327400,45822,277895,329546,42150,284342,718281,598002,57024,32797,5685,26094,836,554721,475773,33354,22232,3785,19504,499,82891,95241,84106,84253,89128,98154,91265,61908,28980,51753,59126,3715,165785,25190,81390,4909,103650,23574,15802,15269,15805,13433,14724,14293,12426,12013,11650,11427,20705,25485,34680,12592,14615
AL-05,AL,5,297267,98920,182084,279811,113657,161841,347055,131648,208362,351365,128697,216227,717701,477734,46267,151214,20110,24602,1583,562016,388038,29138,112590,14356,18279,1027,82566,91843,97927,93398,87051,98594,87105,52923,28474,39662,105979,7884,127385,53558,52503,7089,102689,25724,11295,19995,25400,11327,12250,11376,12435,11004,11200,10182,21762,25988,37791,26415,14554
AL-06,AL,6,305225,70970,224031,272124,76772,192714,336860,86029,246558,329768,78639,247584,717875,524916,36780,129050,9393,17788,797,556916,418225,22870,95234,6555,13475,554,84433,93431,88165,86600,96112,94926,90641,57895,25318,43624,74213,4220,161879,30326,66101,6007,109649,26782,13570,17523,17749,11453,12198,11047,13035,10632,10925,9483,20410,26819,36107,14979,15461
AL-07,AL,7,325432,162010,149578,300486,169978,126788,348635,189062,153845,321126,168891,146265,716943,356057,36566,294666,18876,12381,888,561171,291955,23862,222482,14213,9449,581,87687,91744,97506,96650,87902,87321,89409,48540,28376,39429,108572,9571,122976,46576,41781,17567,102591,22832,13622,18107,21928,11284,12417,12081,11224,12469,10198,10679,20226,27255,33804,28217,18044
AR-01,AR,1,284966,63210,206181,266757,59563,199528,304811,64921,231695,300054,61266,232831,752933,629714,33822,49122,9574,25845,2074,581187,498219,20581,31704,6536,19801,1228,88499,102096,89502,92489,88862,96702,96909,66003,34270,43582,62001,3420,199881,25656,67825,4827,112405,23363,18359,12765,12867,16817,18038,17030,16123,14874,13684,13481,24419,29333,35761,10984,16820
AR-02,AR,2,290881,151731,125604,271167,139419,125318,298734,159683,130562,274003,142263,125765,752835,365354,45644,313128,16074,16684,1031,582650,302240,29729,228156,11723,12648,654,95316,97479,100089,97924,90397,93345,92518,54927,28408,39166,85376,6315,165098,37614,56194,10297,109045,23080,17973,14502,16930,15975,16654,15300,14969,13751,13751,12291,22116,26913,33940,18244,22281
AR-03,AR,3,260266,82512,157505,253626,87235,157989,301272,110520,181754,317708,114324,194769,752881,511174,122266,31916,33037,45651,13459,566503,406827,77555,20169,23526,32035,7590,102034,106518,111145,105732,94624,89535,76210,48386,24042,34512,95834,6278,146433,41506,60437,9283,98008,27573,10799,17613,19671,9793,12368,11785,12264,12615,12477,11604,22619,28747,38994,25057,12824
AR-04,AR,4,294379,82992,195454,275321,78882,188982,314252,88808,216636,307459,83291,217830,752875,557308,55115,101802,9873,27434,1310,581933,446486,34137,71849,6954,20428,821,89288,100374,100060,90879,91588,94230,92288,65018,30983,42254,74226,3953,182463,29978,55199,5415,117366,26354,15161,15337,16162,14939,14721,15713,13685,13742,12114,14034,22637,29400,36882,11773,18849
AZ-01,AZ,1,368941,161194,183099,384742,179731,198769,463574,227429,230104,452222,212333,235595,794167,568169,119010,34042,53541,21092,2939,649110,486330,83191,24336,38923,15580,1914,77615,78880,101413,109974,97822,112954,101833,70652,38340,46474,179436,12967,92668,79704,30518,26243,121115,38398,7182,25710,35997,8269,9048,11201,9207,9055,11210,11774,21916,29947,44459,64996,13384
AZ-02,AZ,2,305760,137328,144132,318953,154367,157348,390839,193505,191289,396811,186163,206543,795094,399986,170168,28575,20442,187878,4063,612436,336533,115402,19036,15068,130681,2875,91984,114033,105972,98048,90892,90586,102661,76461,31473,50405,86283,7441,146257,42193,60814,7608,138470,27553,11860,19950,20289,10744,10954,13849,10968,9636,12203,10889,22324,30433,38990,18442,20119
AZ-03,AZ,3,167908,119880,35491,176269,131162,41051,228765,171034,53850,212777,147687,62040,794325,174190,471469,98248,35869,41855,4051,580359,154087,315869,67428,28580,29769,2627,110305,139271,155078,120132,102932,81080,54660,28573,12322,31842,60780,3577,130025,26197,123690,5497,93878,22785,12072,13892,14723,9827,9984,13351,11581,12347,12095,11857,25149,28508,36713,12328,17044
AZ-04,AZ,4,305584,145198,132874,316972,166731,142941,389162,214467,167532,367184,195793,166183,794263,424473,208093,60671,71072,43004,5460,614262,355440,140676,41605,52226,29668,3591,95095,99851,129440,119923,102965,98303,78933,47021,24745,49891,137418,10572,105671,61020,41613,10336,125013,34109,7103,25717,31054,7477,7998,9496,9845,10685,11974,11312,22069,31746,44383,34898,12614
AZ-05,AZ,5,284675,92452,168893,312496,114466,191773,404246,153833,243955,436254,161741,270137,795395,550589,145987,39266,39569,24024,4990,595539,431550,94549,25325,27212,16454,3013,99372,113664,85079,100953,107037,95346,89660,68575,32416,55103,123366,6346,124081,46310,35820,8568,137143,35699,4765,25017,33116,6491,6741,7902,7326,8941,7922,8649,19350,26629,40065,36495,9025
AZ-06,AZ,6,340036,165979,148547,350248,183807,159096,414002,226524,180932,405565,218838,181745,794983,470866,220130,47657,39285,28904,4389,646906,411173,155735,32919,30013,21607,2937,78813,94171,122077,94557,81473,88350,102605,80744,42005,51974,115203,13589,109583,61908,44741,13087,134084,29313,14238,20638,24761,12376,15260,15897,15284,14109,14873,13551,25035,31134,42855,24748,18047
AZ-07,AZ,7,213633,131489,68603,219129,137977,76726,282147,176617,101345,277342,156951,117515,794710,189657,507066,51961,23220,47601,3459,579506,160152,348493,34338,16799,33056,2362,114195,127296,129510,112396,99286,88206,75347,44614,21685,45925,59439,3150,143011,23421,104788,4361,120744,26015,10646,17525,16456,10354,11425,11384,11397,11055,11785,12228,22682,29183,38868,11874,14601
AZ-08,AZ,8,299056,120679,157294,309835,137098,166450,379336,174970,198791,364563,163504,197376,794897,458937,211609,60894,45904,28919,4016,619479,387695,142195,40739,32818,20381,2589,89952,97010,100442,101301,94037,96339,93369,72117,41534,54616,100830,6227,135987,45420,57409,9241,140181,32601,8048,21300,25594,9627,10390,12312,11612,10881,12802,13034,24106,30087,41820,24530,14105
AZ-09,AZ,9,319064,86968,213468,343703,103400,234926,433223,133764,293888,476601,139850,333108,793668,579680,138721,25080,22230,30283,3845,644379,495134,93507,16450,15991,22034,2573,79719,90473,73975,80400,83417,96895,132003,116604,51041,59636,95692,5924,164097,43144,52039,8956,168199,35880,10236,23052,25527,11462,14190,13460,14060,12364,12871,13870,26096,35236,46448,24580,15533
CA-01,CA,1,305217,108200,175966,300378,112853,181398,356896,139575,208671,333725,120247,204134,759976,480818,162458,20439,52079,49242,5289,595682,396551,111917,14906,38011,35705,3799,91213,97363,105398,97944,83697,90182,99029,65771,32687,55681,80452,4341,133872,25455,65615,8574,145631,27874,12711,17817,21354,10938,12728,12837,12302,11246,11229,11092,21446,26694,37088,22557,15428
CA-02,CA,2,361247,248859,84824,360504,260217,91890,420995,309298,101383,390175,276255,100623,759984,496385,152131,19220,51369,44275,4966,615534,421239,108344,15737,38353,32791,3631,77416,88810,86373,87220,96249,103935,110454,75683,35370,45977,138901,11699,99919,60345,46822,23793,122769,26578,10113,20797,31773,8374,8748,9034,9550,8380,9430,9408,15714,22157,33938,61295,12827
CA-03,CA,3,341577,146888,169967,356632,163366,185352,434997,210757,213412,428561,201602,213419,760312,516077,113853,20147,81533,29699,5896,599381,424872,78518,15496,57119,21360,4034,82549,96976,79682,96661,100711,101160,103309,68794,36520,58108,144217,7824,100928,56218,31999,16595,131404,31180,6633,24119,34850,7072,8059,8078,8014,7623,7577,8085,14963,23153,33907,55844,10712
CA-04,CA,4,316610,201788,92597,314193,206500,100708,375002,251761,114151,352389,225957,115418,760777,390413,242271,31365,76831,33105,7245,610652,337288,170244,24952,59485,24872,5212,79375,98705,110217,98232,90855,96226,94584,64785,33059,49489,110725,11463,104342,45485,66574,16671,122013,30147,8023,22730,32610,6539,6698,8079,8200,8242,7543,9287,17839,22533,35105,44814,12676
CA-05,CA,5,318868,120278,179401,327457,129901,191753,396718,162545,225521,378447,143710,225296,759549,447462,206609,22023,56189,35735,6532,601811,375300,143910,17884,40971,26615,4989,86003,100944,90205,92456,95274,100490,103494,67519,35548,55633,99077,5822,130819,33298,59547,12618,144061,30008,8017,22481,28878,8278,7537,9262,8547,8175,9688,8703,17769,25560,36680,37416,10627
CA-06,CA,6,275121,142288,114088,284475,150901,127255,359869,195688,155175,329774,170425,148564,759926,357643,157976,78243,148788,27474,12651,577923,293211,105824,53905,108908,20599,9012,93783,102296,97777,107242,96062,97444,85908,46894,26749,55485,103352,5239,120291,33565,50454,10833,133620,29962,6393,23561,29560,5666,7024,6814,7802,7505,8035,7507,16117,24390,35957,32535,10481
CA-07,CA,7,240518,170501,54876,248845,178937,64877,312239,225786,78695,279943,190759,78740,759318,238007,218562,114658,171933,28662,18204,581752,205489,151738,82576,127665,21893,13566,93977,98277,114201,125218,92139,84032,76153,44536,25409,44075,106215,6865,108560,38762,74780,15946,115678,27950,13367,20525,24125,9540,10054,9499,9492,9313,9641,10124,19268,25296,37507,28652,14073
CA-08,CA,8,268398,200062,53770,266641,200145,61663,334957,252682,75143,298105,208959,79434,760076,201695,253636,129944,169409,27033,12299,592190,174732,176970,97578,134339,20583,8839,89241,93835,99912,110746,99069,96393,89725,49772,25333,48216,109970,7566,116004,39547,73673,9007,118314,29735,7052,22961,31438,5444,5843,6194,6577,6237,6935,7527,13940,20828,33823,41461,10175
CA-09,CA,9,214887,119144,84078,215807,119657,92397,278972,158152,114801,254650,124056,122775,760067,203963,320846,73094,157891,29837,10161,560736,172141,214763,51537,114832,21312,7263,105489,119617,105955,105672,96591,89762,73369,43153,22688,45350,66573,3183,137668,21906,96937,6176,106613,24777,6607,19449,24785,6560,7604,8120,7994,7379,6903,6934,15502,20763,32323,25257,10491
CA-10,CA,10,312950,202390,92072,318384,208399,103744,398207,271266,118722,367601,236968,118302,760058,347732,153304,58283,191377,19018,8141,582127,288236,106955,40653,136202,13990,5669,86769,104526,82754,94885,108165,108662,83606,57124,31043,41802,161717,13746,78403,77182,36284,21413,94863,25219,5437,21743,35362,3865,4371,5199,4605,5475,4867,5204,10007,14025,25005,91053,8261
CA-11,CA,11,363018,312168,32212,350696,303735,40519,393762,339757,46194,361235,295536,50851,760064,328275,107151,52317,262480,14534,5696,665019,296891,87762,43761,227458,12883,4597,57222,50322,115841,161110,99932,89528,77100,51196,33493,28587,217996,20748,60076,105988,56544,33450,67529,22243,15268,20710,37294,7847,8151,7687,5761,5015,5918,5759,11778,14652,26857,117971,14270
CA-12,CA,12,326746,286176,21413,320166,287150,26891,368583,329074,31865,319038,269604,34052,760114,250209,178948,139708,186374,22874,7920,621278,219255,131091,111639,152885,18973,5732,75179,82021,115467,130542,101908,89624,77183,50858,26629,30518,157681,22094,77468,86201,61400,23835,80840,24391,10961,20001,31784,7617,8343,7225,7901,7416,6456,7641,13853,19728,29510,70519,14920
CA-13,CA,13,180686,99613,70639,179925,100725,75944,232357,129903,97136,215138,102790,106561,759792,170311,488307,34379,62073,38290,6002,540149,141578,322629,22496,44397,27233,4185,118693,130011,113167,110118,88039,81821,62980,35061,18770,31949,43952,1895,130550,12647,134662,3282,95612,20879,8778,14530,13587,8444,9472,8797,10168,8919,8526,8836,17369,22408,31387,13180,11540
CA-14,CA,14,272767,192663,63921,267672,189967,72355,336165,241203,87899,291421,192118,88223,760074,197434,196548,53640,303510,20354,15464,593247,169449,140865,40190,232272,15626,11727,85972,88701,86534,121182,105910,103806,83006,49009,27539,39881,147793,12959,102901,72050,59453,10545,94749,23304,4579,20490,34604,3793,4244,4950,4240,4408,4215,4497,8702,15171,25617,75730,7226
CA-15,CA,15,288327,222960,51520,287239,222325,60266,351189,273000,71546,305518,220558,74220,760096,216811,201776,28776,300715,16661,14187,609938,184086,150264,22341,241657,13111,10729,78184,81396,94369,117836,104224,103574,85946,51795,33693,38787,155616,20103,91055,69912,67193,18767,90272,22627,4586,19735,32798,4009,4775,4542,4672,4725,5334,4777,9715,15276,23788,86862,7122
CA-16,CA,16,326598,243301,63697,322997,240320,76264,380012,287418,84332,342246,248672,81312,759740,330618,149615,23143,246981,15775,5809,599946,278434,107206,17062,187963,12431,4372,82901,99317,87366,102034,103988,104360,84616,49985,34791,30767,153317,35326,59458,111776,42492,25584,67012,20617,5733,16987,31026,4489,4467,4616,4768,4043,4419,4586,8697,13865,21538,111135,7000
CA-17,CA,17,240286,177692,48954,236740,172382,59908,298665,216634,76088,261513,173661,76119,760118,153771,112126,20413,469205,12012,5737,602377,133640,82396,15278,365969,9098,4240,85139,81601,116046,141316,104195,93518,69910,38359,24415,33521,166719,27196,61976,139798,41903,12288,59638,21074,3933,19932,38308,2882,4458,3719,3355,3083,3198,2976,7941,12224,20178,108765,7797
CA-18,CA,18,212934,152367,48213,211736,150628,57040,271734,192995,72822,240694,152670,80437,760421,143783,491520,23149,104022,35763,5553,571634,124987,342216,17174,83606,27839,4047,100438,115680,114923,110069,97580,90401,69414,36314,21480,36286,77899,4757,110327,29063,128634,5719,89615,23750,6238,17137,25135,4686,5892,6058,5424,5732,6083,6226,12524,16846,28009,40024,5939
CA-19,CA,19,341745,229765,89714,342767,233653,101994,410234,284342,116644,372980,246367,113542,760093,357471,192524,26704,170448,23340,7032,610148,308673,137503,19701,131655,18491,5129,74925,97839,99689,93978,95732,100854,96335,62859,32631,49273,143433,14821,78902,70555,48044,16629,105798,25911,4765,21503,34499,4636,5655,6212,5829,6041,6766,6160,11318,17814,28933,72151,8226
CA-20,CA,20,270482,82761,173047,275815,90823,180506,348670,122338,218695,329422,107138,214848,760585,382383,262980,34696,60985,35850,4011,569483,308549,175305,23586,43940,25435,2775,106344,116310,97077,107915,91668,89737,82223,50749,24695,51300,86261,4814,119737,34094,61468,9676,130336,27766,8131,19194,28829,7608,8141,9281,7774,9482,7677,9269,16591,22489,34632,31407,11438
CA-21,CA,21,177151,102185,65226,178838,104041,71835,231055,136445,89636,203377,103893,94034,760242,145771,482059,47569,84417,34827,3075,536707,122443,319897,30515,58169,23240,2064,120553,124550,118701,111123,86427,77710,63845,37298,21012,40108,54122,2260,113708,18363,119056,4740,105309,19806,12733,13966,13535,10129,11175,12128,10863,10160,8927,9853,17795,22598,29387,12807,17349
CA-22,CA,22,148649,83312,56809,142131,80800,58533,189866,107195,77965,172384,81172,86560,760166,117664,552895,46247,43729,35060,2799,543984,100189,372199,34587,31582,21855,2043,126323,137726,130552,112317,92903,77723,56960,29059,15285,29221,34719,1247,130335,10793,150141,2510,90863,18656,12124,11112,10366,9887,10444,12845,10881,9536,10856,10305,17877,22826,26257,7846,12565
CA-23,CA,23,250053,97349,139022,243560,99065,140300,313854,134319,172392,288310,113007,167716,760046,312543,310129,78591,46669,33633,6304,569949,259155,209071,53395,35109,24459,4192,107436,114454,102124,100264,89701,87313,82990,47255,22744,44554,61355,4294,134713,28111,70898,5859,129457,24358,10218,16307,21114,8263,9166,10538,9935,9151,9425,9442,15858,23479,31254,22990,11863
CA-24,CA,24,324453,190267,111673,320594,194196,119364,378486,237733,131733,351553,212450,128098,760085,382221,290892,19214,55384,30548,3999,611273,333204,205137,15632,44555,23425,2848,81920,106984,129848,90798,83683,86940,88752,60540,32589,45491,112201,11446,86912,46233,67938,14516,108908,27059,7880,21896,29028,7617,6715,7364,7009,8870,8834,8472,15158,22421,33535,44442,12125
CA-25,CA,25,236355,135083,91032,234294,135145,95969,304702,177838,121623,291456,156767,128609,759631,240326,448679,32581,34135,32141,2963,595073,217637,319470,24526,25751,21545,1975,86944,100258,92459,97303,87605,91048,96339,72368,40047,41027,78302,4985,139666,33051,107736,9685,118090,25760,11254,17953,19634,12689,13291,11866,12089,10704,10496,10808,18226,23074,33439,24870,15406
CA-26,CA,26,309042,171093,119644,306986,173477,127438,377136,221612,147591,344564,189994,144814,760063,316840,332173,23256,81781,27616,4549,587077,267571,233486,15951,61804,20499,3111,87743,104451,101865,96842,96121,101156,87029,50715,29901,50346,113944,8420,99847,46210,76660,12737,104191,25985,4649,21593,31032,4372,5026,6134,5927,6249,5931,7111,12898,17472,30034,49832,7854
CA-27,CA,27,262376,135078,111607,264632,141225,118118,338080,185331,145280,308098,154744,144284,760029,254861,326120,92622,83573,27526,3906,571296,211672,226329,65286,62468,19992,2785,98692,117628,95678,100619,96269,100642,78745,40384,19108,44406,91399,5691,117910,34907,73501,7857,109616,25657,6641,20763,25904,5971,5606,6781,5438,6981,6869,6534,12818,18596,28763,36879,10410
CA-28,CA,28,287569,189743,81335,289423,192545,91540,365962,246289,112442,325917,205949,109041,760077,200555,205816,37430,316642,17231,3075,619461,174349,155478,29386,258748,14001,2417,73208,88056,89098,100259,102818,107641,92709,58086,40785,41232,151293,15713,97581,68030,69617,22521,84974,27631,8193,19886,30843,6724,7745,6912,7389,6780,6991,7426,13709,20393,29768,53409,11519
CA-29,CA,29,208701,160372,36974,201048,153161,43909,266361,194714,65714,225581,143515,74921,760090,137466,510180,38491,79008,29965,3016,588436,118070,377567,27834,63840,22205,1860,87304,100588,115673,111902,99621,97925,72506,38096,21595,33560,79612,2323,121705,20993,147460,4759,91944,22279,10571,15425,18496,7401,8683,8927,9152,7467,9170,7791,15838,20419,27356,19172,11194
CA-30,CA,30,301424,221790,63360,300461,225463,69642,371613,267149,97558,331235,226615,93063,760079,411888,192099,35348,114733,17069,2939,647589,361385,153263,29565,97100,14415,2239,63665,62437,111963,142883,106335,99206,81861,49975,30682,44106,185087,9823,95429,61916,65596,20762,98143,30132,17629,23336,29118,9064,12046,10677,10287,9835,8462,9459,19091,25274,38913,52594,18143
CA-31,CA,31,232583,157920,61413,228044,153665,69906,299936,198102,95735,257654,149653,100192,760287,94395,468712,27408,176085,28733,3221,597814,83554,349788,18981,145589,21830,2165,79660,98356,110209,102778,97655,103085,82111,46761,28631,37575,86476,3878,137691,28152,115179,5683,101257,23547,6562,19433,22631,5664,6763,6470,7392,6368,7325,6595,13348,19185,29948,24602,7311
CA-32,CA,32,321392,225908,78552,319005,226192,87265,388858,271557,110138,350536,227413,112801,760056,410231,178484,48371,116067,15973,3164,625419,350125,135567,38343,94579,12382,2416,74742,90714,111261,110977,100991,100190,85922,52993,32791,40231,170753,13642,78402,64581,46454,30435,96447,27170,8449,22274,31258,6748,8578,7141,7274,6590,7478,7505,15473,19578,32421,66401,14412
CA-33,CA,33,211102,130226,68992,207523,128082,75278,276711,170420,99838,247738,132563,107918,760082,142772,452309,94574,73553,30826,5257,556725,119978,311588,67436,55091,21399,3387,104433,119356,121658,110706,97006,88127,65737,33126,17558,36877,66591,4663,132714,29844,97972,6667,100070,25730,7983,18672,21090,5714,7027,8108,7865,7517,7523,7116,15072,22545,28946,20714,8946
CA-34,CA,34,198257,166538,20369,197798,166591,27156,255111,206930,42209,215897,158563,47693,760079,87749,491238,46532,139753,30379,3063,613062,80636,371895,37723,122684,26681,1995,77864,87043,133604,138486,102557,88921,70713,38275,26047,28396,106040,5206,110152,33212,166182,9636,81973,22233,19087,15371,18934,11241,11850,12548,11507,10291,10061,9371,18802,23465,32992,21493,20943
CA-35,CA,35,204410,131696,61472,202180,129175,69077,274280,173030,95177,243707,131405,105131,760645,112900,502409,56824,93319,31537,4310,577963,99391,361628,42046,73146,22734,2960,98519,111544,126536,112803,100998,90637,70525,35539,18198,39335,73530,2484,129335,22589,113454,4007,108669,25577,5859,17634,22963,6061,7106,7354,7425,6930,6998,7147,16056,23272,32650,18474,9259
CA-36,CA,36,362271,249681,91386,361989,253379,101743,433815,306298,118735,395947,266322,117122,760089,443395,117166,36895,150835,14028,4346,631503,382928,89794,28596,119496,11197,3341,74985,71376,92208,120144,101595,100233,85284,54859,37960,32367,213342,20659,53737,94755,24516,40113,76670,29030,6969,24677,39409,6095,7714,6562,6434,6860,5278,6058,13674,19996,32805,97545,15484
CA-37,CA,37,241841,213636,17570,234911,207392,23874,288178,248682,34145,243547,194197,41616,760054,109610,394782,188611,70038,26562,2885,596325,96995,287924,152939,57956,21820,1918,84321,99460,132485,123298,98616,89372,71261,35482,21653,29208,96408,6909,98538,39190,138491,10740,89224,23146,12722,16101,21326,9993,10118,11617,10299,9488,10077,8919,16654,21702,29923,26983,18367
CA-38,CA,38,265033,169978,79968,262059,167227,89745,340234,215687,117543,297675,166402,122013,759679,113201,466250,24695,159361,28816,3975,598835,99631,350623,16877,130195,21670,2838,84117,97168,105852,103497,97277,99584,86110,47571,31485,43708,103341,5112,130012,36259,86904,7936,107817,25703,5692,19716,27468,5231,6018,6054,5995,5917,6180,6929,14151,19904,30661,31332,9325
CA-39,CA,39,206517,126775,67519,202014,124456,73530,267115,165632,95654,237015,126411,103317,760019,148297,472614,81760,58510,31715,5598,560768,125586,327747,58468,44751,21662,3779,100293,123325,131072,110330,94837,86931,63899,33902,15801,36184,55691,4817,139197,22783,102523,4693,102982,24992,5099,16728,21292,4571,5797,6203,6285,6050,6839,6818,14338,19625,29671,19541,7932
CA-40,CA,40,291726,144297,130916,302929,154284,142926,380498,205274,167539,354315,177031,163570,761016,305544,151021,23364,275163,14320,4233,598901,256829,110584,17267,207720,10483,3006,89783,98188,106169,106471,104196,104514,77554,47581,22926,41304,176134,16188,58440,86322,28637,22006,87689,26028,5540,22240,37795,3924,4287,4306,5225,5300,4987,4184,10779,15109,24342,76316,12949
CA-41,CA,41,235914,102753,121030,242692,109438,129175,328667,154820,167465,319381,135722,174352,760487,266696,337001,64639,87291,29288,6546,568836,219160,230869,46064,64547,20624,4513,103835,117413,101031,105349,100707,96243,74090,47626,23948,46285,81460,4327,132179,30848,74119,4858,125956,25311,5273,21268,26418,6068,6067,7106,6318,6799,6396,7502,13384,18976,28975,32827,8613
CA-42,CA,42,237048,170620,51916,230137,166286,58762,291715,208841,75887,250424,162075,79723,760018,142262,481145,64601,74526,30602,5668,586295,125565,351255,47568,58578,23118,4069,88123,103707,119579,115984,101839,92968,73357,37793,19529,32692,85061,4656,107505,30656,137767,6528,100331,25229,9535,17992,21212,7733,9030,9225,9369,8205,9873,8376,17605,23347,33101,23803,11543
CA-43,CA,43,223632,169991,41562,215345,161703,49279,280096,204527,68845,237632,153814,76165,759443,87250,485243,89003,99151,30355,10255,581427,77977,353369,66152,80301,23150,7733,92379,108175,113486,110712,99984,94373,75344,40600,20572,34404,75377,3000,122716,22393,135534,4578,102867,23947,8334,16814,20821,6861,7524,8412,7627,7915,8757,7506,16029,21172,29660,20715,10025
CA-44,CA,44,228882,192645,26207,220472,183668,33130,280055,226823,47231,232945,171173,54484,759859,52717,416684,215651,78177,26721,6131,572074,45563,296457,167504,62503,19519,4446,99630,104800,111582,107751,97918,95375,73863,37190,21573,34370,75995,2478,119217,25250,130997,4082,100966,23776,10162,16884,18245,7260,8833,9148,8933,8704,8499,8640,16149,22467,30107,19252,14472
CA-45,CA,45,260946,145932,100504,265722,143113,117640,343777,182129,155008,308849,154044,145767,759906,171700,245756,24159,315759,18835,6530,603506,149561,176919,17190,254601,14017,4845,80661,98694,103858,96163,98191,102771,87423,50622,32975,41674,123936,6800,107886,41242,86019,11290,102992,24512,5766,20702,28399,5121,6360,6743,6097,5815,6414,6982,12776,18096,27432,38683,10644
CA-46,CA,46,199240,129217,58070,196442,126088,66345,256688,163474,87564,223328,127567,88735,759477,128708,491640,23886,117549,32094,5621,578964,113630,350950,15740,94793,25278,3804,93724,110611,126614,115924,97607,92340,66517,34054,21941,30387,81658,3355,117704,24261,134794,6076,95341,24290,6933,18070,22431,4959,6260,5683,7152,6352,6539,6581,13702,20021,30429,23660,8764
CA-47,CA,47,361711,166821,173552,369701,177422,185043,447259,225483,212521,412433,195980,204144,759375,462196,152746,17362,114194,17220,5458,621233,395169,111348,12627,89833,13126,3886,70825,83790,89160,95482,95209,113260,97827,68198,41320,45546,181799,12046,79712,72615,33871,25147,110145,32147,5908,26339,38827,5060,6885,7125,6130,5719,6267,6910,13146,18483,32089,80212,10075
CA-48,CA,48,296910,108274,171869,299285,116364,177100,381304,158015,214818,360187,141971,209468,760244,417681,207097,43986,72466,31507,7975,579218,338828,141513,30304,52238,22323,5451,97868,105638,92488,102091,97263,96046,90797,52019,26392,50579,102625,4970,118619,40342,47722,9740,136532,28058,5898,22469,31196,5619,6285,6280,5716,5955,6813,6163,13647,21436,31190,41200,8212
CA-49,CA,49,319806,155718,144420,330349,168426,155095,402264,215952,177198,382827,198118,174103,760962,433267,218306,27962,68142,23016,8174,599073,360952,154484,19959,50681,17615,5800,88641,102330,106305,98656,94243,100778,84278,54571,28627,41396,142227,12270,80304,59744,47926,18766,107831,27241,4758,21345,32917,4635,6449,6840,6762,6039,6697,6472,13148,20233,28665,62786,8733
CA-50,CA,50,307167,163781,124629,313065,173462,133019,383390,225622,148930,360007,206070,142672,759644,346842,195792,37514,171663,19835,7079,586686,287859,135382,26411,128488,14070,5012,98024,93398,98407,112157,99313,94937,81636,47993,28684,44019,146628,15901,75437,72259,46157,15679,101326,28398,5182,21447,33630,5999,6730,6757,5842,5639,6450,6753,14140,18795,29492,59389,10932
