district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-22_total,comp16-20_dem,comp16-22_dem,comp16-20_rep,comp16-22_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
WA-02,WA,2,350114,251008,76136,376809,370545,275952,273701,95206,91088,414822,313668,88619,392971,292439,83166,770653,453022,56798,30969,211936,14456,4691,611780,375861,41205,22183,157615,10832,3246,82097,92041,116012,133542,111876,92777,70130,43090,24476,33288,204038,21360,48668,122486,16282,23279,71230,26475,5855,25713,42180,5182,4737,5637,5422,4131,5779,6048,11963,16912,28121,105983,10860
WA-03,WA,3,327759,129306,172315,378438,380064,164097,162542,208449,211520,438708,189862,234399,440381,192992,232568,769707,595516,71557,19282,37538,39322,9353,598704,479968,44266,12356,26477,28092,6125,90298,98028,88159,96698,95242,100247,106990,68411,28496,64259,90927,4294,152171,37150,40743,7631,143959,33084,7819,24431,29843,8026,9732,9064,9749,9620,9445,10253,20092,26618,41768,29771,10031
WA-04,WA,4,269177,107835,141411,304594,301627,135861,131643,164404,165571,351582,157764,182306,341159,150546,179101,770292,445348,236382,20935,33225,37999,7223,571952,360700,147946,13297,23556,26314,4573,108240,112671,103844,103854,92044,86831,86298,52734,25720,50376,85350,6391,128451,35527,70893,7572,117065,30234,8229,20622,23908,8395,9110,10358,9329,9275,10584,10788,20861,29095,42120,24128,11234
WA-05,WA,5,315113,126293,161586,356239,354080,160588,156967,190016,191374,405141,180997,209340,393015,173611,205304,770252,583547,91661,25401,31418,33126,8346,603300,474495,59849,16312,22959,23791,5260,90189,102646,114323,104121,89004,89791,92267,59235,29429,63985,99567,7911,123287,41767,40257,10169,130940,29002,13103,20729,22453,10357,11727,12127,12025,11207,11468,12230,22410,30497,41067,23233,15103
WA-06,WA,6,373437,243271,101411,412636,410312,283778,283341,122288,120285,462075,323923,123046,450822,319234,114450,771414,543914,73186,34878,83570,32700,8868,643020,469416,51357,25089,68175,24132,6003,67902,69120,127748,121860,87966,87116,98659,71505,33110,54040,159895,14077,95018,80973,27037,18553,121298,35187,11535,27015,35827,9273,9786,9413,9754,10551,10621,9863,22978,30518,43354,55717,14920
WA-07,WA,7,350538,246637,79457,381535,374735,276510,273006,99173,95756,424452,314371,97335,398705,292405,90477,769858,463442,82723,49496,147711,24097,8910,612481,389287,56557,33420,111009,17962,5981,87087,80251,112260,135571,106817,94374,84783,44724,23772,49160,168910,13789,91189,76089,32987,15416,109773,32784,7387,27333,39123,6795,5729,6792,7023,7363,7304,7250,17028,25789,36846,66067,9720
WA-08,WA,8,299790,122914,152251,346256,344262,152202,148987,188179,189288,402743,180075,208698,387119,171018,202683,770205,519784,92299,50682,64974,36500,19597,585932,417377,57861,32164,45255,25177,12022,101195,104497,96667,108151,98304,99019,88623,49514,21399,62975,88713,3385,147222,32877,41643,6288,133435,35370,4956,27214,34001,4925,5918,6263,6208,6783,8569,7762,16624,23645,40310,34682,8063
WA-09,WA,9,288176,196926,72403,321435,315132,225732,221495,91265,89096,367017,260565,96326,331226,227282,90477,771070,324333,111496,110016,201214,23759,17932,596006,272511,74889,76107,152112,17672,11811,94429,94426,100270,124890,106189,97135,78512,42724,23006,49000,132314,8496,110779,56964,56783,12687,101801,30225,7184,23516,32410,6322,6848,6918,7729,6607,7375,9061,15839,24845,33712,52626,9684
WA-10,WA,10,316294,191119,99215,354102,349880,226670,224016,121411,119719,403732,263011,126662,380026,249060,116209,771440,452404,99861,89102,96492,31193,23600,609410,381802,65731,60982,72483,22330,14985,88508,86990,110183,116126,96289,91240,93932,56906,30142,57081,124517,7682,119610,53430,39451,14425,126845,36838,8251,25438,32349,8299,8395,9013,8898,9403,9751,11136,21798,29490,41342,34697,11855
WI-01,WI,1,365309,145314,197456,,353397,,148857,,196640,414902,174674,233199,428150,176314,245494,737013,578932,81283,50063,12910,14036,863,575934,472497,51177,31716,8851,9898,580,79391,99665,89911,87090,89749,107149,97367,55817,29425,52997,102470,4409,150546,38709,37788,7371,113311,33326,8145,24413,29649,7880,9150,10190,10024,10236,9912,10071,23268,29729,41194,25418,10749
WI-02,WI,2,391199,260295,105055,,384723,,271779,,104491,436371,310436,118455,460719,324358,128353,736561,568945,57053,51343,46115,12828,1018,583421,468769,36873,32242,34582,9304,716,79813,94564,125162,102797,89755,89238,80476,47809,25905,48011,140314,16655,106514,59488,24145,13510,83753,33302,8092,24713,32073,8522,9547,10042,10324,10292,10789,10819,23624,30064,44301,33117,13010
WI-03,WI,3,355233,149711,183278,,336466,,157365,,171487,394905,174333,214022,412764,175753,230382,736580,660515,30703,14058,13093,14722,860,575547,525947,18932,8770,8525,10203,570,83988,95564,88829,84523,82214,100241,102724,62181,35449,63129,78259,4075,180268,28147,40528,6974,106921,33115,11396,19548,20630,9748,12189,14304,11829,12258,12338,13783,25177,32734,43633,15652,11696
WI-04,WI,4,338114,242632,75954,,318169,,233698,,77440,346303,261176,79214,347758,259446,81292,736323,307958,127325,256612,41227,17060,1093,559284,267596,83270,174837,28094,11855,807,98415,104108,116697,108403,85669,80475,73876,39274,22574,35504,95141,7629,132500,41915,55627,9945,94171,25167,19587,16026,16753,12897,14620,16574,13694,12879,12745,12894,25570,28857,35639,16969,21390
WI-05,WI,5,410899,149235,234842,,402179,,151371,,242570,461279,190985,262889,474050,197947,267424,736965,608695,51973,26839,36790,11527,852,579103,494658,32965,16892,24521,8087,546,81551,90465,81459,93985,89626,106599,98203,60116,35911,53646,146955,8002,129030,53666,22760,12766,99482,36960,6419,27018,32285,6218,8656,10721,8752,9439,9561,10466,21621,27376,42871,38977,8998
WI-06,WI,6,372373,143114,204035,,353158,,146364,,198305,412773,171379,233670,425125,175730,243053,736780,625969,44977,23472,25380,14976,808,579756,508402,27746,14765,16150,10329,552,81332,92673,91899,91259,86671,102442,97646,58116,32787,64019,97011,4718,171093,32907,32523,6493,104400,36199,8436,23191,23494,8541,10901,13491,11114,11806,11990,12324,26611,32148,45844,17844,10431
WI-07,WI,7,378213,150041,203883,,355154,,156414,,190093,423591,178966,236744,449481,184218,257341,736228,661310,16871,11631,13716,27472,1128,584517,534978,10474,6754,8922,18754,659,76958,92101,88750,84567,81986,102152,109439,67364,33073,68606,95677,4848,166711,33407,30717,7282,110141,32749,11553,22617,23019,10371,11691,14347,11235,11836,11215,12502,25258,31489,43502,18177,11129
WI-08,WI,8,364808,142193,200780,,347947,,146474,,193544,407915,168916,231990,424868,174461,244286,737264,621694,37103,18724,27114,31949,848,574736,501379,22631,10337,16995,21321,566,85915,93505,91755,92785,84912,103585,96387,56118,31749,65132,96804,3331,174592,31180,35317,6214,97676,35294,9626,21599,22033,9243,11094,12906,11808,12103,11962,12499,24876,33160,46250,18845,10521
WV-01,WV,1,355774,92958,247279,,362920,,119390,,235604,392576,112947,273523,364662,98066,259831,896067,805369,11331,48212,8927,18242,743,715682,649695,7866,34003,6488,14334,489,95759,107121,102630,100301,112149,117804,129790,85915,42490,48533,79492,6103,256809,38152,85290,9124,116052,27906,24564,17508,15906,20755,21455,18977,18013,16443,16938,14987,28523,33674,41435,14638,26090
WV-02,WV,2,357275,95834,242092,,370080,,119332,,238742,402076,123037,271859,397728,116243,273725,897649,793465,23496,42314,13354,19447,983,717250,643345,15617,28957,9757,14713,673,93184,111683,118098,107578,110943,119302,121495,78065,38660,52954,92266,7982,245524,46334,61711,9326,115877,33087,18800,22785,23286,15969,17768,16506,17138,14811,14723,14516,28248,34818,45625,20035,20113
WY-01,WY,1,255849,55973,174419,,234289,,61851,,162714,276765,73491,193559,269048,69527,192633,576851,469664,59046,9661,9473,27480,1714,441337,370041,38153,5928,6520,18433,1009,69778,77958,74499,77825,68551,69278,75194,44545,20301,46082,71313,5138,110277,31053,23719,6077,98143,26379,8115,17485,19922,7806,9208,8475,9565,9356,7572,7799,17923,24038,32579,17220,10714
